shop_id,year_month,months_active,monthly_revenue_rs,monthly_expenses_rs,monthly_profit_rs,profit_margin_pct,avg_daily_txns,sales_volatility,credit_sales_ratio,digital_payment_ratio,stockout_rate,target_credit_ready
SHOP_1234,2025-01,9,161932,94411,67521,41.7,10.51,4.377,0.347,0.626,0.404,0
SHOP_1235,2025-01,3,33712,28172,5540,16.43,17.51,4.005,0.36,0.069,0.185,0
SHOP_1236,2025-01,25,41062,37684,3378,8.23,6.13,2.623,0.281,0.188,0.463,0
SHOP_1237,2025-01,34,47762,40428,7334,15.36,2.18,0.741,0.487,0.603,0.426,0
SHOP_1238,2025-01,12,50499,24845,25654,50.8,18.76,1.154,0.344,0.616,0.076,0
SHOP_1239,2025-01,9,34906,23448,11458,32.82,7.87,3.316,0.448,0.74,0.459,0
SHOP_1240,2025-01,15,172156,120037,52119,30.27,11.74,1.987,0.35,0.395,0.647,0
SHOP_1241,2025-01,25,61011,40506,20505,33.61,15.94,4.199,0.368,0.692,0.113,0
SHOP_1242,2025-01,5,93597,73568,20029,21.4,6.82,4.755,0.145,0.656,0.418,0
SHOP_1243,2025-01,11,49058,27091,21967,44.78,14.47,4.048,0.152,0.916,0.239,1
SHOP_1244,2025-01,34,20447,14367,6080,29.73,3.14,1.95,0.391,0.22,0.322,1
SHOP_1245,2025-01,24,88348,81114,7234,8.19,6.18,3.965,0.148,0.533,0.201,0
SHOP_1246,2025-01,15,19176,17481,1695,8.84,3.32,1.822,0.281,0.58,0.248,0
SHOP_1247,2025-01,8,69700,48474,21226,30.45,16.32,0.919,0.125,0.949,0.02,1
SHOP_1248,2025-01,5,28062,13571,14491,51.64,4.84,0.264,0.408,0.207,0.687,0
SHOP_1249,2025-01,26,293929,240015,53914,18.34,14.49,1.99,0.055,0.507,0.437,1
SHOP_1250,2025-01,18,138407,71853,66554,48.09,18.89,4.527,0.415,0.342,0.35,0
SHOP_1251,2025-01,6,78750,45284,33466,42.5,10.79,1.271,0.301,0.509,0.269,0
SHOP_1252,2025-01,13,177122,150316,26806,15.13,11.03,1.112,0.093,0.236,0.378,1
SHOP_1253,2025-01,28,40440,38852,1588,3.93,9.49,4.852,0.271,0.064,0.266,0
SHOP_1254,2025-01,5,106984,99069,7915,7.4,6.85,0.223,0.141,0.552,0.252,0
SHOP_1255,2025-01,13,84109,49952,34157,40.61,9.78,3.95,0.162,0.332,0.325,1
SHOP_1256,2025-01,17,87976,76906,11070,12.58,12.25,1.675,0.176,0.189,0.193,0
SHOP_1257,2025-01,32,178197,139569,38628,21.68,19.73,0.284,0.032,0.321,0.126,1
SHOP_1258,2025-01,29,122118,87204,34914,28.59,18.79,4.597,0.493,0.066,0.39,1
SHOP_1259,2025-01,3,89510,53303,36207,40.45,17.31,0.784,0.016,0.904,0.59,0
SHOP_1260,2025-01,34,22962,21125,1837,8.0,17.84,2.804,0.331,0.56,0.107,1
SHOP_1261,2025-01,27,37345,28555,8790,23.54,9.62,1.443,0.186,0.778,0.023,1
SHOP_1262,2025-01,13,67111,48515,18596,27.71,13.32,0.419,0.323,0.413,0.173,0
SHOP_1263,2025-01,33,78070,54131,23939,30.66,17.95,0.345,0.178,0.86,0.686,1
SHOP_1264,2025-01,6,33152,18110,15042,45.37,8.16,0.666,0.337,0.469,0.58,0
SHOP_1265,2025-01,24,395606,351698,43908,11.1,19.25,0.45,0.365,0.554,0.417,1
SHOP_1266,2025-01,19,211393,116657,94736,44.82,8.61,3.827,0.345,0.477,0.65,0
SHOP_1267,2025-01,16,111467,68304,43163,38.72,12.22,2.479,0.057,0.702,0.312,0
SHOP_1268,2025-01,28,76913,52715,24198,31.46,14.34,1.78,0.328,0.547,0.688,0
SHOP_1269,2025-01,33,63036,38405,24631,39.07,19.04,2.15,0.14,0.273,0.207,0
SHOP_1270,2025-01,13,37559,28606,8953,23.84,5.27,4.652,0.014,0.155,0.168,0
SHOP_1271,2025-01,25,77206,69999,7207,9.34,15.05,4.563,0.207,0.584,0.447,0
SHOP_1272,2025-01,36,87590,54932,32658,37.29,10.66,3.607,0.217,0.475,0.265,1
SHOP_1273,2025-01,27,30662,21522,9140,29.81,5.74,4.435,0.234,0.109,0.438,1
SHOP_1274,2025-01,7,92404,59243,33161,35.89,15.64,1.666,0.352,0.388,0.213,1
SHOP_1275,2025-01,5,65599,52536,13063,19.91,11.27,1.967,0.154,0.499,0.433,1
SHOP_1276,2025-01,31,19236,9606,9630,50.06,13.39,3.107,0.158,0.789,0.193,1
SHOP_1277,2025-01,23,40044,26777,13267,33.13,6.8,3.156,0.03,0.091,0.036,1
SHOP_1278,2025-01,10,54747,51174,3573,6.53,9.88,2.46,0.343,0.344,0.638,0
SHOP_1279,2025-01,32,274136,203300,70836,25.84,12.54,2.063,0.284,0.785,0.618,1
SHOP_1280,2025-01,30,107968,62528,45440,42.09,8.4,4.932,0.175,0.623,0.68,0
SHOP_1281,2025-01,31,28715,16055,12660,44.09,4.37,4.124,0.353,0.29,0.502,1
SHOP_1282,2025-01,18,102768,73773,28995,28.21,19.25,2.231,0.269,0.806,0.478,1
SHOP_1283,2025-01,36,24758,12522,12236,49.42,10.47,3.664,0.235,0.479,0.391,1
SHOP_1284,2025-01,2,156043,130785,25258,16.19,14.81,1.421,0.256,0.483,0.088,1
SHOP_1285,2025-01,14,52586,40091,12495,23.76,8.52,0.591,0.318,0.928,0.132,0
SHOP_1286,2025-01,13,68491,34502,33989,49.63,7.43,1.827,0.33,0.901,0.203,1
SHOP_1287,2025-01,29,184990,93417,91573,49.5,8.44,2.075,0.144,0.353,0.623,1
SHOP_1288,2025-01,12,29702,18313,11389,38.34,8.48,0.181,0.07,0.151,0.121,0
SHOP_1289,2025-01,2,27502,14431,13071,47.53,11.11,4.092,0.078,0.323,0.646,0
SHOP_1290,2025-01,32,48605,45346,3259,6.7,11.1,1.86,0.32,0.048,0.366,1
SHOP_1291,2025-01,13,151277,78899,72378,47.84,10.19,2.944,0.436,0.039,0.501,0
SHOP_1292,2025-01,27,25247,20452,4795,18.99,3.13,0.462,0.205,0.388,0.077,1
SHOP_1293,2025-01,17,10072,8919,1153,11.45,10.17,0.957,0.085,0.895,0.188,1
SHOP_1294,2025-01,31,53327,45495,7832,14.69,3.8,4.459,0.378,0.83,0.671,0
SHOP_1295,2025-01,34,107605,81616,25989,24.15,2.96,3.083,0.416,0.496,0.186,1
SHOP_1296,2025-01,24,169428,143483,25945,15.31,18.69,4.756,0.44,0.546,0.208,0
SHOP_1297,2025-01,35,52880,42838,10042,18.99,12.3,4.994,0.303,0.026,0.138,1
SHOP_1298,2025-01,6,54830,49811,5019,9.15,13.36,1.922,0.43,0.22,0.09,0
SHOP_1299,2025-01,19,164018,134991,29027,17.7,8.33,1.564,0.008,0.043,0.163,0
SHOP_1300,2025-01,30,19755,13368,6387,32.33,18.23,4.306,0.054,0.722,0.45,1
SHOP_1301,2025-01,7,55717,41555,14162,25.42,12.94,4.993,0.046,0.155,0.319,0
SHOP_1302,2025-01,10,83558,66532,17026,20.38,15.5,3.185,0.356,0.828,0.388,1
SHOP_1303,2025-01,32,100153,58527,41626,41.56,7.69,3.996,0.035,0.618,0.086,1
SHOP_1304,2025-01,34,51182,25921,25261,49.36,19.22,3.931,0.248,0.233,0.561,1
SHOP_1305,2025-01,28,74915,43368,31547,42.11,16.5,1.841,0.236,0.167,0.549,0
SHOP_1306,2025-01,15,12812,10301,2511,19.6,17.15,2.914,0.155,0.604,0.015,0
SHOP_1307,2025-01,30,46130,27007,19123,41.46,3.86,4.182,0.435,0.858,0.268,1
SHOP_1308,2025-01,29,100454,90353,10101,10.05,5.78,3.472,0.085,0.688,0.048,1
SHOP_1309,2025-01,22,36768,33493,3275,8.91,6.07,0.204,0.176,0.344,0.554,0
SHOP_1310,2025-01,4,76213,60728,15485,20.32,5.78,1.75,0.387,0.566,0.516,0
SHOP_1311,2025-01,20,99989,55186,44803,44.81,17.18,0.808,0.015,0.309,0.631,0
SHOP_1312,2025-01,32,57539,48876,8663,15.06,1.12,1.242,0.336,0.949,0.165,1
SHOP_1313,2025-01,36,82399,77989,4410,5.35,1.98,4.537,0.408,0.716,0.319,1
SHOP_1314,2025-01,4,37275,33927,3348,8.98,5.84,0.281,0.466,0.591,0.129,0
SHOP_1315,2025-01,27,63283,33215,30068,47.51,4.4,1.177,0.438,0.414,0.26,0
SHOP_1316,2025-01,17,112101,72204,39897,35.59,5.02,1.617,0.16,0.595,0.366,1
SHOP_1317,2025-01,12,81624,69038,12586,15.42,16.06,3.123,0.293,0.338,0.037,0
SHOP_1318,2025-01,22,48505,33260,15245,31.43,11.48,2.717,0.039,0.047,0.5,0
SHOP_1319,2025-01,17,85558,59923,25635,29.96,0.61,1.17,0.129,0.387,0.38,1
SHOP_1320,2025-01,10,120599,76293,44306,36.74,8.87,0.905,0.047,0.885,0.58,0
SHOP_1321,2025-01,1,17414,14914,2500,14.36,8.45,1.26,0.158,0.602,0.19,0
SHOP_1322,2025-01,22,164613,85906,78707,47.81,2.72,2.562,0.438,0.098,0.632,0
SHOP_1323,2025-01,26,57793,47161,10632,18.4,13.68,1.429,0.174,0.843,0.699,1
SHOP_1324,2025-01,18,98503,60295,38208,38.79,14.19,4.743,0.281,0.27,0.644,1
SHOP_1325,2025-01,14,169071,164245,4826,2.85,14.56,2.373,0.217,0.247,0.545,0
SHOP_1326,2025-01,29,27996,21907,6089,21.75,14.71,0.388,0.229,0.296,0.569,1
SHOP_1327,2025-01,12,44507,35320,9187,20.64,0.5,3.673,0.485,0.557,0.402,0
SHOP_1328,2025-01,36,59755,41348,18407,30.8,19.1,1.711,0.148,0.527,0.133,1
SHOP_1329,2025-01,35,42251,39777,2474,5.86,16.38,3.302,0.314,0.477,0.474,1
SHOP_1330,2025-01,12,246337,138252,108085,43.88,18.13,1.47,0.21,0.687,0.499,0
SHOP_1331,2025-01,7,40145,34708,5437,13.54,0.81,2.897,0.031,0.314,0.69,0
SHOP_1332,2025-01,29,49569,30791,18778,37.88,18.71,3.884,0.245,0.747,0.379,1
SHOP_1333,2025-01,11,84379,46771,37608,44.57,16.29,4.647,0.407,0.183,0.19,1
SHOP_1334,2025-01,33,31524,21506,10018,31.78,16.83,1.38,0.049,0.748,0.479,1
SHOP_1335,2025-01,6,55438,32561,22877,41.27,2.32,1.741,0.035,0.637,0.686,0
SHOP_1336,2025-01,15,91328,57465,33863,37.08,14.91,2.375,0.077,0.655,0.124,1
SHOP_1337,2025-01,32,57930,45856,12074,20.84,19.22,4.643,0.382,0.468,0.228,0
SHOP_1338,2025-01,11,68503,37766,30737,44.87,13.73,4.517,0.362,0.64,0.379,1
SHOP_1339,2025-01,23,50487,41592,8895,17.62,11.63,0.54,0.283,0.094,0.119,0
SHOP_1340,2025-01,26,25333,17157,8176,32.27,18.94,0.746,0.234,0.812,0.016,1
SHOP_1341,2025-01,34,91593,53576,38017,41.51,9.14,2.528,0.444,0.072,0.236,0
SHOP_1342,2025-01,34,249809,194640,55169,22.08,12.19,0.622,0.383,0.158,0.606,0
SHOP_1343,2025-01,29,74079,60710,13369,18.05,9.79,1.793,0.406,0.556,0.03,1
SHOP_1344,2025-01,4,85621,63064,22557,26.35,18.69,0.827,0.407,0.708,0.3,0
SHOP_1345,2025-01,17,118765,64903,53862,45.35,1.98,3.217,0.321,0.091,0.534,0
SHOP_1346,2025-01,35,30076,14651,15425,51.29,10.27,4.753,0.229,0.876,0.667,0
SHOP_1347,2025-01,13,240809,166424,74385,30.89,13.9,4.984,0.432,0.925,0.69,0
SHOP_1348,2025-01,15,84257,53033,31224,37.06,15.94,1.939,0.463,0.584,0.295,1
SHOP_1349,2025-01,29,229188,114884,114304,49.87,11.87,3.035,0.012,0.468,0.665,0
SHOP_1350,2025-01,29,43778,40616,3162,7.22,18.22,4.296,0.026,0.709,0.025,1
SHOP_1351,2025-01,11,261096,223759,37337,14.3,18.87,0.676,0.479,0.325,0.522,0
SHOP_1352,2025-01,32,125820,76031,49789,39.57,1.75,3.479,0.139,0.479,0.45,0
SHOP_1353,2025-01,2,107702,58527,49175,45.66,8.35,2.103,0.437,0.872,0.175,1
SHOP_1354,2025-01,14,86148,45294,40854,47.42,0.96,1.11,0.194,0.909,0.355,1
SHOP_1355,2025-01,20,61453,46704,14749,24.0,6.92,2.073,0.06,0.882,0.091,1
SHOP_1356,2025-01,22,169460,158047,11413,6.74,10.97,0.472,0.04,0.264,0.61,0
SHOP_1357,2025-01,11,80680,60347,20333,25.2,18.26,3.507,0.078,0.236,0.251,0
SHOP_1358,2025-01,27,18454,15828,2626,14.23,17.01,1.338,0.125,0.297,0.438,0
SHOP_1359,2025-01,3,33455,27623,5832,17.43,2.99,1.626,0.244,0.43,0.111,0
SHOP_1360,2025-01,17,64210,36645,27565,42.93,2.31,0.693,0.351,0.312,0.144,1
SHOP_1361,2025-01,28,90853,85399,5454,6.0,11.99,4.337,0.493,0.368,0.694,0
SHOP_1362,2025-01,29,70290,38054,32236,45.86,10.88,2.518,0.221,0.597,0.527,1
SHOP_1363,2025-01,21,171661,129318,42343,24.67,5.69,2.904,0.259,0.729,0.673,0
SHOP_1364,2025-01,16,18662,12393,6269,33.59,18.04,2.89,0.261,0.704,0.207,1
SHOP_1365,2025-01,20,80863,75403,5460,6.75,18.58,2.111,0.27,0.777,0.115,1
SHOP_1366,2025-01,6,20484,16412,4072,19.88,8.35,1.043,0.259,0.05,0.352,0
SHOP_1367,2025-01,19,124467,116060,8407,6.75,17.86,3.751,0.004,0.064,0.346,0
SHOP_1368,2025-01,5,68451,32198,36253,52.96,7.99,0.723,0.001,0.754,0.122,1
SHOP_1369,2025-01,3,98098,54165,43933,44.78,14.87,0.609,0.049,0.516,0.513,1
SHOP_1370,2025-01,1,39946,29416,10530,26.36,9.78,3.58,0.051,0.558,0.253,0
SHOP_1371,2025-01,15,179087,154282,24805,13.85,2.89,1.123,0.352,0.069,0.13,0
SHOP_1372,2025-01,34,151631,73582,78049,51.47,18.59,1.603,0.102,0.257,0.232,1
SHOP_1373,2025-01,35,110027,87732,22295,20.26,9.35,2.429,0.447,0.614,0.395,0
SHOP_1374,2025-01,25,66792,59757,7035,10.53,14.82,2.302,0.464,0.819,0.509,0
SHOP_1375,2025-01,24,109743,74792,34951,31.85,7.66,3.572,0.488,0.873,0.337,1
SHOP_1376,2025-01,12,44586,21392,23194,52.02,0.87,3.155,0.47,0.485,0.368,1
SHOP_1377,2025-01,18,133104,130172,2932,2.2,2.46,3.258,0.136,0.527,0.097,0
SHOP_1378,2025-01,15,232033,198108,33925,14.62,10.18,3.599,0.255,0.795,0.64,0
SHOP_1379,2025-01,16,154729,74676,80053,51.74,13.95,1.534,0.088,0.52,0.65,1
SHOP_1380,2025-01,27,43883,39026,4857,11.07,7.03,1.679,0.403,0.501,0.478,1
SHOP_1381,2025-01,8,94183,86647,7536,8.0,14.06,2.246,0.444,0.862,0.012,1
SHOP_1382,2025-01,25,29578,20048,9530,32.22,14.12,1.607,0.426,0.755,0.376,1
SHOP_1383,2025-01,17,109171,57121,52050,47.68,14.23,4.926,0.217,0.865,0.44,1
SHOP_1384,2025-01,29,100250,72895,27355,27.29,10.1,4.089,0.379,0.223,0.696,0
SHOP_1385,2025-01,8,19754,8946,10808,54.71,18.34,0.907,0.049,0.508,0.697,0
SHOP_1386,2025-01,15,32427,20106,12321,38.0,10.04,0.127,0.02,0.803,0.6,1
SHOP_1387,2025-01,27,59982,56427,3555,5.93,9.28,0.31,0.377,0.123,0.045,1
SHOP_1388,2025-01,7,59243,26884,32359,54.62,4.39,1.296,0.213,0.759,0.667,1
SHOP_1389,2025-01,3,31362,23955,7407,23.62,6.5,0.66,0.498,0.19,0.429,0
SHOP_1390,2025-01,29,96017,79471,16546,17.23,1.33,2.713,0.049,0.772,0.561,1
SHOP_1391,2025-01,24,87206,59677,27529,31.57,12.85,4.304,0.428,0.589,0.285,1
SHOP_1392,2025-01,3,63832,52260,11572,18.13,5.35,3.71,0.24,0.2,0.224,0
SHOP_1393,2025-01,20,43086,40250,2836,6.58,6.43,1.156,0.414,0.46,0.324,1
SHOP_1394,2025-01,15,152374,149211,3163,2.08,15.53,2.057,0.409,0.654,0.103,0
SHOP_1395,2025-01,25,232998,172819,60179,25.83,6.88,2.589,0.458,0.609,0.25,1
SHOP_1396,2025-01,30,52131,27966,24165,46.35,5.22,4.07,0.149,0.417,0.6,0
SHOP_1397,2025-01,14,47643,32239,15404,32.33,3.8,4.212,0.475,0.856,0.027,0
SHOP_1398,2025-01,7,103140,46456,56684,54.96,15.61,4.558,0.076,0.503,0.106,1
SHOP_1399,2025-01,17,56919,47127,9792,17.2,3.03,2.595,0.041,0.49,0.088,1
SHOP_1400,2025-01,20,66332,55146,11186,16.86,9.35,3.502,0.216,0.078,0.282,0
SHOP_1401,2025-01,36,122732,109886,12846,10.47,10.39,0.648,0.414,0.878,0.698,1
SHOP_1402,2025-01,9,19215,17160,2055,10.7,13.9,2.87,0.237,0.185,0.121,0
SHOP_1403,2025-01,22,184022,152527,31495,17.11,12.85,1.319,0.415,0.511,0.102,1
SHOP_1404,2025-01,2,76947,43075,33872,44.02,16.31,2.215,0.365,0.767,0.641,0
SHOP_1405,2025-01,24,54828,27411,27417,50.01,1.37,3.207,0.105,0.22,0.617,0
SHOP_1406,2025-01,8,68702,31823,36879,53.68,6.28,1.359,0.474,0.51,0.023,0
SHOP_1407,2025-01,11,71232,61038,10194,14.31,5.96,0.356,0.03,0.244,0.526,0
SHOP_1408,2025-01,13,21767,11165,10602,48.71,3.35,0.15,0.449,0.727,0.459,1
SHOP_1409,2025-01,17,208242,167848,40394,19.4,6.14,0.209,0.152,0.545,0.537,0
SHOP_1410,2025-01,8,75277,69269,6008,7.98,6.54,0.141,0.25,0.816,0.346,0
SHOP_1411,2025-01,21,99718,51742,47976,48.11,10.68,0.641,0.211,0.852,0.694,0
SHOP_1412,2025-01,18,142356,91516,50840,35.71,13.44,1.273,0.086,0.623,0.031,1
SHOP_1413,2025-01,30,35782,31942,3840,10.73,7.93,1.184,0.179,0.695,0.164,1
SHOP_1414,2025-01,18,101868,76624,25244,24.78,14.53,4.935,0.096,0.531,0.278,1
SHOP_1415,2025-01,31,60636,50192,10444,17.22,7.06,1.599,0.102,0.378,0.315,1
SHOP_1416,2025-01,32,132288,77984,54304,41.05,6.16,0.724,0.094,0.623,0.645,0
SHOP_1417,2025-01,11,16497,12203,4294,26.03,11.05,2.773,0.245,0.865,0.392,0
SHOP_1418,2025-01,25,68230,31091,37139,54.43,0.96,4.304,0.399,0.408,0.032,1
SHOP_1419,2025-01,33,47955,45604,2351,4.9,2.06,3.422,0.284,0.312,0.286,1
SHOP_1420,2025-01,8,98971,78369,20602,20.82,8.65,1.551,0.447,0.381,0.292,0
SHOP_1421,2025-01,11,101624,73636,27988,27.54,18.89,2.852,0.318,0.425,0.676,0
SHOP_1422,2025-01,22,44563,31789,12774,28.67,14.57,3.603,0.345,0.088,0.419,0
SHOP_1423,2025-01,24,44421,36094,8327,18.74,2.22,3.668,0.334,0.484,0.445,0
SHOP_1424,2025-01,17,67679,40168,27511,40.65,17.0,3.366,0.225,0.48,0.499,0
SHOP_1425,2025-01,12,39040,20160,18880,48.36,14.78,4.367,0.345,0.567,0.539,0
SHOP_1426,2025-01,32,131846,63613,68233,51.75,12.41,4.364,0.035,0.357,0.445,1
SHOP_1427,2025-01,15,56475,31248,25227,44.67,16.5,2.937,0.43,0.59,0.166,1
SHOP_1428,2025-01,16,9558,5058,4500,47.08,8.38,2.206,0.389,0.837,0.612,0
SHOP_1429,2025-01,22,56254,38715,17539,31.18,4.82,3.244,0.123,0.909,0.512,1
SHOP_1430,2025-01,28,35349,19169,16180,45.77,10.48,4.109,0.384,0.563,0.519,1
SHOP_1431,2025-01,20,23344,19122,4222,18.09,11.2,0.128,0.006,0.06,0.698,1
SHOP_1432,2025-01,33,30755,23645,7110,23.12,11.0,4.961,0.109,0.921,0.562,1
SHOP_1433,2025-01,10,78951,64111,14840,18.8,11.52,0.996,0.033,0.676,0.58,0
SHOP_1434,2025-01,32,185359,135736,49623,26.77,19.0,2.404,0.39,0.332,0.666,0
SHOP_1435,2025-01,33,91056,75453,15603,17.14,18.09,4.373,0.378,0.157,0.106,1
SHOP_1436,2025-01,2,47832,22498,25334,52.97,17.58,1.203,0.407,0.153,0.348,1
SHOP_1437,2025-01,33,100623,81926,18697,18.58,16.13,2.436,0.002,0.176,0.406,0
SHOP_1438,2025-01,33,53031,49215,3816,7.2,18.9,0.75,0.251,0.062,0.23,0
SHOP_1439,2025-01,13,44971,31515,13456,29.92,2.42,2.036,0.352,0.859,0.588,0
SHOP_1440,2025-01,30,32596,30958,1638,5.03,5.67,0.968,0.078,0.523,0.534,0
SHOP_1441,2025-01,33,21455,19769,1686,7.86,10.15,1.882,0.325,0.671,0.505,1
SHOP_1442,2025-01,13,55662,48077,7585,13.63,17.01,1.93,0.042,0.79,0.698,0
SHOP_1443,2025-01,26,81686,59949,21737,26.61,10.35,4.967,0.091,0.756,0.182,0
SHOP_1444,2025-01,22,68348,51287,17061,24.96,15.09,4.975,0.238,0.841,0.515,1
SHOP_1445,2025-01,2,54656,30398,24258,44.38,3.21,0.662,0.327,0.92,0.386,1
SHOP_1446,2025-01,26,37721,22183,15538,41.19,5.42,3.657,0.073,0.428,0.219,1
SHOP_1447,2025-01,15,111946,84413,27533,24.59,14.77,0.354,0.093,0.904,0.112,1
SHOP_1448,2025-01,34,29086,23360,5726,19.69,3.71,0.248,0.102,0.693,0.627,1
SHOP_1449,2025-01,11,125897,102263,23634,18.77,7.35,0.616,0.119,0.086,0.417,0
SHOP_1450,2025-01,3,36259,20660,15599,43.02,5.66,4.831,0.113,0.654,0.577,1
SHOP_1451,2025-01,6,43187,41131,2056,4.76,7.32,4.71,0.198,0.659,0.382,0
SHOP_1452,2025-01,9,26193,25491,702,2.68,14.31,1.05,0.327,0.862,0.154,1
SHOP_1453,2025-01,6,51484,28747,22737,44.16,7.67,0.892,0.219,0.367,0.236,1
SHOP_1454,2025-01,9,144744,105245,39499,27.29,11.33,1.279,0.388,0.564,0.267,0
SHOP_1455,2025-01,31,104919,95543,9376,8.94,2.45,2.626,0.36,0.031,0.681,0
SHOP_1456,2025-01,32,145059,124047,21012,14.48,16.2,2.892,0.063,0.329,0.004,1
SHOP_1457,2025-01,12,105398,51199,54199,51.42,7.71,1.186,0.024,0.078,0.69,0
SHOP_1458,2025-01,8,33773,17713,16060,47.55,13.15,3.807,0.439,0.505,0.686,0
SHOP_1459,2025-01,8,58014,35030,22984,39.62,14.65,1.617,0.04,0.78,0.697,0
SHOP_1460,2025-01,28,42356,30684,11672,27.56,4.59,4.618,0.074,0.212,0.334,1
SHOP_1461,2025-01,20,185610,130712,54898,29.58,17.75,3.318,0.011,0.511,0.675,0
SHOP_1462,2025-01,7,31642,14654,16988,53.69,12.52,2.238,0.314,0.21,0.277,1
SHOP_1463,2025-01,11,136706,63998,72708,53.19,8.86,3.971,0.291,0.132,0.018,1
SHOP_1464,2025-01,20,136635,118313,18322,13.41,4.06,4.108,0.493,0.495,0.157,1
SHOP_1465,2025-01,16,263217,144800,118417,44.99,18.87,1.523,0.443,0.094,0.662,0
SHOP_1466,2025-01,4,54897,48060,6837,12.45,15.22,1.765,0.205,0.566,0.01,0
SHOP_1467,2025-01,6,120406,104371,16035,13.32,4.56,4.686,0.186,0.049,0.382,0
SHOP_1468,2025-01,22,361189,224541,136648,37.83,7.09,0.907,0.148,0.119,0.053,1
SHOP_1469,2025-01,26,47460,36323,11137,23.47,16.29,0.307,0.076,0.531,0.2,1
SHOP_1470,2025-01,3,24971,12143,12828,51.37,14.07,2.325,0.069,0.57,0.062,1
SHOP_1471,2025-01,14,19614,18296,1318,6.72,15.43,4.026,0.066,0.047,0.602,0
SHOP_1472,2025-01,11,120439,85378,35061,29.11,9.1,3.881,0.057,0.553,0.414,0
SHOP_1473,2025-01,18,19571,9652,9919,50.68,14.47,4.606,0.12,0.8,0.631,0
SHOP_1474,2025-01,12,56352,28222,28130,49.92,8.04,2.713,0.153,0.692,0.482,0
SHOP_1475,2025-01,23,99322,89096,10226,10.3,4.62,0.59,0.481,0.142,0.68,0
SHOP_1476,2025-01,12,83252,65410,17842,21.43,12.84,2.985,0.289,0.571,0.357,0
SHOP_1477,2025-01,13,98500,64209,34291,34.81,19.53,3.914,0.494,0.645,0.447,0
SHOP_1478,2025-01,25,85443,76516,8927,10.45,6.56,0.557,0.186,0.055,0.403,0
SHOP_1479,2025-01,19,179012,83589,95423,53.31,9.49,0.946,0.229,0.815,0.339,1
SHOP_1480,2025-01,36,37548,18593,18955,50.48,13.64,0.16,0.162,0.863,0.592,1
SHOP_1481,2025-01,8,45529,40590,4939,10.85,11.06,3.009,0.091,0.811,0.451,0
SHOP_1482,2025-01,29,42580,38994,3586,8.42,16.95,4.445,0.072,0.787,0.561,0
SHOP_1483,2025-01,32,130762,122228,8534,6.53,15.35,3.386,0.473,0.713,0.55,1
SHOP_1484,2025-01,18,137349,68399,68950,50.2,1.64,4.912,0.493,0.609,0.134,1
SHOP_1485,2025-01,6,100294,87996,12298,12.26,19.97,0.409,0.022,0.651,0.455,0
SHOP_1486,2025-01,18,167451,127157,40294,24.06,15.17,4.525,0.075,0.77,0.14,1
SHOP_1487,2025-01,19,32060,23792,8268,25.79,17.35,4.089,0.212,0.636,0.408,0
SHOP_1488,2025-01,22,234933,155649,79284,33.75,13.2,1.64,0.093,0.325,0.474,1
SHOP_1489,2025-01,32,212409,200085,12324,5.8,17.2,4.87,0.182,0.37,0.698,0
SHOP_1490,2025-01,3,122386,105230,17156,14.02,2.69,1.511,0.065,0.854,0.021,1
SHOP_1491,2025-01,28,254552,123791,130761,51.37,7.28,4.458,0.228,0.036,0.064,1
SHOP_1492,2025-01,10,22934,11434,11500,50.15,17.59,4.416,0.136,0.67,0.054,1
SHOP_1493,2025-01,35,50660,28669,21991,43.41,4.43,3.813,0.176,0.908,0.279,1
SHOP_1494,2025-01,29,43708,42384,1324,3.03,2.03,2.861,0.047,0.677,0.575,0
SHOP_1495,2025-01,15,121180,97754,23426,19.33,15.87,0.688,0.214,0.944,0.591,0
SHOP_1496,2025-01,33,35063,22692,12371,35.28,16.79,2.707,0.492,0.659,0.516,1
SHOP_1497,2025-01,7,124274,103663,20611,16.59,3.67,1.848,0.164,0.052,0.628,0
SHOP_1498,2025-01,12,190875,95040,95835,50.21,17.16,3.982,0.438,0.789,0.226,1
SHOP_1499,2025-01,30,118972,76623,42349,35.6,13.89,3.815,0.422,0.285,0.062,1
SHOP_1500,2025-01,21,89199,84016,5183,5.81,10.64,4.562,0.476,0.435,0.041,0
SHOP_1501,2025-01,31,36625,18248,18377,50.18,16.69,0.173,0.395,0.31,0.596,1
SHOP_1502,2025-01,24,40425,19096,21329,52.76,8.68,4.065,0.33,0.27,0.511,1
SHOP_1503,2025-01,20,175384,164653,10731,6.12,4.28,4.698,0.428,0.421,0.489,0
SHOP_1504,2025-01,4,126190,88062,38128,30.22,6.05,3.968,0.038,0.372,0.238,0
SHOP_1505,2025-01,28,71160,58295,12865,18.08,10.35,0.738,0.231,0.609,0.266,0
SHOP_1506,2025-01,20,54582,42126,12456,22.82,10.86,0.498,0.495,0.776,0.671,0
SHOP_1507,2025-01,24,17711,15670,2041,11.52,16.21,0.202,0.385,0.296,0.045,1
SHOP_1508,2025-01,32,34558,23279,11279,32.64,15.93,3.181,0.481,0.219,0.542,0
SHOP_1509,2025-01,36,278728,131635,147093,52.77,11.84,3.185,0.39,0.64,0.217,1
SHOP_1510,2025-01,34,29842,21288,8554,28.66,15.73,4.936,0.437,0.643,0.027,1
