item,category,iso_year,iso_week,days_to_avurudu,festival_season,avg_wholesale_price_rs,avg_retail_price_rs,lag1_price,lag4_price,rolling4_mean_price,target_next_month_price,lag1_units,lag4_units,rolling4_mean_units,weekend_share,target_units_sold
"Onions (red, local)",vegetables and fruits,2023,2,89,0,,170.91,205.59,182.67,220.53,145.31,372,323,316.5,0.23,302
"Onions (red, local)",vegetables and fruits,2023,7,58,0,,145.31,170.91,275.31,188.03,346.67,302,222,353.8,0.274,371
"Onions (red, local)",vegetables and fruits,2023,11,30,1,,346.67,145.31,230.32,217.12,507.32,371,370,389.0,0.293,511
"Onions (red, local)",vegetables and fruits,2023,24,304,0,,507.32,346.67,205.59,292.55,526.87,511,372,349.2,0.314,213
"Onions (red, local)",vegetables and fruits,2023,28,274,0,,526.87,507.32,170.91,381.54,384.66,213,302,335.5,0.329,247
"Onions (red, local)",vegetables and fruits,2023,33,243,0,,384.66,526.87,145.31,441.38,376.27,247,371,302.8,0.223,240
"Onions (red, local)",vegetables and fruits,2023,37,212,0,,376.27,384.66,346.67,448.78,421.81,240,511,229.2,0.299,217
"Onions (red, local)",vegetables and fruits,2023,41,182,0,,421.81,376.27,507.32,427.41,507.87,217,213,233.2,0.31,229
"Onions (red, local)",vegetables and fruits,2023,46,151,0,,507.87,421.81,526.87,422.66,567.64,229,247,233.0,0.373,246
"Onions (red, local)",vegetables and fruits,2023,50,121,0,,567.64,507.87,384.66,468.4,511.6,246,240,220.5,0.279,190
"Onions (red, local)",vegetables and fruits,2024,3,90,0,,511.6,567.64,376.27,502.23,312.67,190,217,236.8,0.205,282
"Onions (red, local)",vegetables and fruits,2024,7,59,0,,312.67,511.6,421.81,474.94,388.44,282,229,251.0,0.239,286
"Onions (red, local)",vegetables and fruits,2024,11,30,1,,388.44,312.67,507.87,445.09,394.71,286,246,308.5,0.292,476
"Onions (red, local)",vegetables and fruits,2024,16,364,0,,394.71,388.44,567.64,401.85,425.51,476,190,326.0,0.286,260
"Onions (red, local)",vegetables and fruits,2024,20,334,0,,425.51,394.71,511.6,380.33,464.91,260,282,326.0,0.241,282
"Onions (red, local)",vegetables and fruits,2024,24,303,0,,464.91,425.51,312.67,418.39,481.17,282,286,301.5,0.275,188
"Onions (red, local)",vegetables and fruits,2024,29,273,0,,481.17,464.91,388.44,441.58,404.84,188,476,250.0,0.292,270
"Onions (red, local)",vegetables and fruits,2024,33,242,0,,404.84,481.17,394.71,444.11,391.0,270,260,248.0,0.331,252
"Onions (red, local)",vegetables and fruits,2024,37,211,0,,391.0,404.84,425.51,435.48,425.93,252,282,237.5,0.3,240
"Onions (red, local)",vegetables and fruits,2024,42,181,0,,425.93,391.0,464.91,425.74,444.83,240,188,247.5,0.401,228
"Onions (red, local)",vegetables and fruits,2024,46,150,0,,444.83,425.93,481.17,416.65,455.68,228,270,233.8,0.348,215
"Onions (red, local)",vegetables and fruits,2024,50,120,0,,455.68,444.83,404.84,429.36,488.0,215,252,226.8,0.246,224
"Onions (red, local)",vegetables and fruits,2025,3,89,0,,488.0,455.68,391.0,453.61,523.47,224,240,229.0,0.409,249
"Onions (red, local)",vegetables and fruits,2025,7,58,0,,523.47,488.0,425.93,477.99,373.64,249,228,233.5,0.307,246
"Onions (red, local)",vegetables and fruits,2025,11,30,1,,373.64,523.47,444.83,460.2,419.56,246,215,259.2,0.329,318
"Onions (red, local)",vegetables and fruits,2025,16,364,0,,419.56,373.64,455.68,451.17,397.69,318,224,261.5,0.33,233
"Onions (red, local)",vegetables and fruits,2025,20,334,0,,397.69,419.56,488.0,428.59,499.81,233,249,274.0,0.299,299
"Onions (red, local)",vegetables and fruits,2025,24,303,0,,499.81,397.69,523.47,422.67,455.64,299,246,283.5,0.259,284
"Onions (red, local)",vegetables and fruits,2025,29,273,0,,455.64,499.81,373.64,443.17,342.08,284,318,273.2,0.27,277
"Onions (red, local)",vegetables and fruits,2025,33,242,0,,342.08,455.64,419.56,423.8,337.6,277,233,293.2,0.276,313
"Onions (red, local)",vegetables and fruits,2025,38,211,0,,337.6,342.08,397.69,408.78,,313,299,274.5,0.276,224
Papaya,vegetables and fruits,2020,3,90,0,67.62,91.9,,,91.9,144.44,124,124,124.0,0.313,124
Papaya,vegetables and fruits,2020,7,59,0,118.61,144.44,91.9,,118.17,183.33,124,88,106.0,0.268,88
Papaya,vegetables and fruits,2020,11,30,1,155.56,183.33,144.44,,139.89,,88,119,110.3,0.245,119
Papaya,vegetables and fruits,2020,16,364,0,68.33,,183.33,,139.89,,119,90,105.2,0.283,90
Papaya,vegetables and fruits,2020,20,334,0,71.67,,,91.9,163.88,94.47,90,124,99.5,0.274,101
Papaya,vegetables and fruits,2020,25,303,0,69.0,94.47,,144.44,138.9,95.87,101,88,102.0,0.398,98
Papaya,vegetables and fruits,2020,29,273,0,68.48,95.87,94.47,183.33,95.17,86.79,98,119,96.5,0.218,97
Papaya,vegetables and fruits,2020,33,242,0,66.79,86.79,95.87,,92.38,121.67,97,90,98.5,0.239,98
Papaya,vegetables and fruits,2020,38,211,0,90.0,121.67,86.79,,99.7,121.67,98,101,95.0,0.333,87
Papaya,vegetables and fruits,2020,42,181,0,90.0,121.67,121.67,94.47,106.5,,87,98,92.0,0.268,86
Papaya,vegetables and fruits,2021,2,89,0,55.0,,121.67,95.87,110.04,207.35,86,97,91.0,0.381,93
Papaya,vegetables and fruits,2022,28,273,0,,207.35,,86.79,150.23,313.94,93,98,85.2,0.337,75
Papaya,vegetables and fruits,2022,33,242,0,,313.94,207.35,121.67,214.32,261.25,75,87,82.5,0.299,76
Papaya,vegetables and fruits,2022,37,211,0,,261.25,313.94,121.67,260.85,247.67,76,86,83.0,0.356,88
Papaya,vegetables and fruits,2022,41,181,0,,247.67,261.25,,257.55,385.48,88,93,77.8,0.232,72
Papaya,vegetables and fruits,2022,46,150,0,,385.48,247.67,207.35,302.09,164.0,72,75,73.5,0.345,58
Papaya,vegetables and fruits,2022,50,120,0,,164.0,385.48,313.94,264.6,336.21,58,76,75.8,0.222,85
Papaya,vegetables and fruits,2023,2,89,0,,336.21,164.0,261.25,283.34,246.15,85,88,70.5,0.363,67
Papaya,vegetables and fruits,2023,7,58,0,,246.15,336.21,247.67,282.96,342.07,67,72,70.8,0.268,73
Papaya,vegetables and fruits,2023,11,30,1,,342.07,246.15,385.48,272.11,255.19,73,58,75.0,0.248,75
Papaya,vegetables and fruits,2023,15,365,0,,255.19,342.07,164.0,294.9,99.29,75,85,70.5,0.212,67
Papaya,vegetables and fruits,2023,20,335,0,,99.29,255.19,336.21,235.68,157.75,67,67,81.2,0.242,110
Papaya,vegetables and fruits,2023,24,304,0,,157.75,99.29,246.15,213.57,152.61,110,73,85.8,0.315,91
Papaya,vegetables and fruits,2023,28,274,0,,152.61,157.75,342.07,166.21,213.11,91,75,94.0,0.255,108
Papaya,vegetables and fruits,2023,33,243,0,,213.11,152.61,255.19,155.69,195.01,108,67,97.5,0.331,81
Papaya,vegetables and fruits,2023,37,212,0,,195.01,213.11,99.29,179.62,139.35,81,110,89.5,0.283,78
Papaya,vegetables and fruits,2023,41,182,0,,139.35,195.01,157.75,175.02,157.61,78,91,87.2,0.253,82
Papaya,vegetables and fruits,2023,46,151,0,,157.61,139.35,152.61,176.27,149.46,82,108,76.8,0.277,66
Papaya,vegetables and fruits,2023,50,121,0,,149.46,157.61,213.11,160.35,197.79,66,81,79.2,0.24,91
Papaya,vegetables and fruits,2024,3,90,0,,197.79,149.46,195.01,161.05,223.93,91,78,79.2,0.257,78
Papaya,vegetables and fruits,2024,7,59,0,,223.93,197.79,139.35,182.19,244.46,78,82,79.8,0.31,84
Papaya,vegetables and fruits,2024,11,30,1,,244.46,223.93,157.61,203.91,212.97,84,66,87.8,0.278,98
Papaya,vegetables and fruits,2024,16,364,0,,212.97,244.46,149.46,219.79,156.15,98,91,85.2,0.319,81
Papaya,vegetables and fruits,2024,20,334,0,,156.15,212.97,197.79,209.38,172.58,81,78,85.2,0.265,78
Papaya,vegetables and fruits,2024,24,303,0,,172.58,156.15,223.93,196.54,211.18,78,84,83.0,0.184,75
Papaya,vegetables and fruits,2024,29,273,0,,211.18,172.58,244.46,188.22,211.41,75,98,76.0,0.257,70
Papaya,vegetables and fruits,2024,33,242,0,,211.41,211.18,212.97,187.83,239.11,70,81,72.5,0.326,67
Papaya,vegetables and fruits,2024,37,211,0,,239.11,211.41,156.15,208.57,158.65,67,78,70.5,0.378,70
Papaya,vegetables and fruits,2024,42,181,0,,158.65,239.11,172.58,205.09,136.85,70,75,70.8,0.319,76
Papaya,vegetables and fruits,2024,46,150,0,,136.85,158.65,211.18,186.51,200.21,76,70,79.0,0.321,103
Papaya,vegetables and fruits,2024,50,120,0,,200.21,136.85,211.41,183.71,185.23,103,67,81.5,0.169,77
Papaya,vegetables and fruits,2025,3,89,0,,185.23,200.21,239.11,170.24,236.53,77,70,82.8,0.241,75
Papaya,vegetables and fruits,2025,7,58,0,,236.53,185.23,158.65,189.71,261.4,75,76,85.2,0.275,86
Papaya,vegetables and fruits,2025,11,30,1,,261.4,236.53,136.85,220.84,160.76,86,103,80.8,0.463,85
Papaya,vegetables and fruits,2025,16,364,0,,160.76,261.4,200.21,210.98,144.45,85,77,84.0,0.369,90
Papaya,vegetables and fruits,2025,20,334,0,,144.45,160.76,185.23,200.79,149.54,90,75,88.2,0.332,92
Papaya,vegetables and fruits,2025,24,303,0,,149.54,144.45,236.53,179.04,201.05,92,86,86.8,0.347,80
Papaya,vegetables and fruits,2025,29,273,0,,201.05,149.54,261.4,163.95,163.5,80,85,82.5,0.335,68
Papaya,vegetables and fruits,2025,33,242,0,,163.5,201.05,160.76,164.63,163.51,68,90,81.2,0.367,85
Papaya,vegetables and fruits,2025,38,211,0,,163.51,163.5,144.45,169.4,,85,92,78.2,0.233,80
Pineapples,vegetables and fruits,2020,3,90,0,151.67,193.1,,,193.1,193.0,273,273,273.0,0.297,273
Pineapples,vegetables and fruits,2020,7,59,0,157.78,193.0,193.1,,193.05,186.0,273,226,249.5,0.26,226
Pineapples,vegetables and fruits,2020,11,30,1,149.44,186.0,193.0,,190.7,,226,482,327.0,0.278,482
Pineapples,vegetables and fruits,2020,16,364,0,150.0,,186.0,,190.7,,482,293,318.5,0.311,293
Pineapples,vegetables and fruits,2020,20,334,0,150.0,,,193.1,189.5,155.75,293,273,319.8,0.418,278
Pineapples,vegetables and fruits,2020,25,303,0,,155.75,,193.0,170.88,172.17,278,226,338.2,0.212,300
Pineapples,vegetables and fruits,2020,29,273,0,,172.17,155.75,186.0,163.96,180.0,300,482,295.5,0.345,311
Pineapples,vegetables and fruits,2020,33,242,0,,180.0,172.17,,169.31,163.33,311,293,273.0,0.306,203
Pineapples,vegetables and fruits,2020,38,211,0,,163.33,180.0,,167.81,163.33,203,278,290.2,0.261,347
Pineapples,vegetables and fruits,2020,42,181,0,,163.33,163.33,155.75,169.71,,347,300,276.2,0.231,244
Pineapples,vegetables and fruits,2021,2,89,0,125.0,,163.33,172.17,168.89,427.1,244,311,261.5,0.285,252
Pineapples,vegetables and fruits,2022,28,273,0,,427.1,,180.0,251.25,526.15,252,203,257.0,0.383,185
Pineapples,vegetables and fruits,2022,33,242,0,,526.15,427.1,163.33,372.19,688.46,185,347,226.5,0.251,225
Pineapples,vegetables and fruits,2022,37,211,0,,688.46,526.15,163.33,547.24,530.77,225,244,217.5,0.284,208
Pineapples,vegetables and fruits,2022,41,181,0,,530.77,688.46,,543.12,450.69,208,252,194.5,0.227,160
Pineapples,vegetables and fruits,2022,46,150,0,,450.69,530.77,427.1,549.02,530.0,160,185,201.0,0.248,211
Pineapples,vegetables and fruits,2022,50,120,0,,530.0,450.69,526.15,549.98,455.42,211,225,189.8,0.261,180
Pineapples,vegetables and fruits,2023,2,89,0,,455.42,530.0,688.46,491.72,487.0,180,208,196.0,0.256,233
Pineapples,vegetables and fruits,2023,7,58,0,,487.0,455.42,530.77,480.78,619.57,233,160,197.2,0.361,165
Pineapples,vegetables and fruits,2023,11,30,1,,619.57,487.0,450.69,523.0,446.0,165,211,242.2,0.369,391
Pineapples,vegetables and fruits,2023,15,365,0,,446.0,619.57,530.0,502.0,578.75,391,180,246.0,0.328,195
Pineapples,vegetables and fruits,2023,20,335,0,,578.75,446.0,455.42,532.83,376.97,195,233,237.5,0.281,199
Pineapples,vegetables and fruits,2023,24,304,0,,376.97,578.75,487.0,505.32,488.78,199,165,242.5,0.337,185
Pineapples,vegetables and fruits,2023,28,274,0,,488.78,376.97,619.57,472.62,597.87,185,391,202.8,0.271,232
Pineapples,vegetables and fruits,2023,33,243,0,,597.87,488.78,446.0,510.59,629.98,232,195,197.2,0.358,173
Pineapples,vegetables and fruits,2023,37,212,0,,629.98,597.87,578.75,523.4,471.8,173,199,198.5,0.329,204
Pineapples,vegetables and fruits,2023,41,182,0,,471.8,629.98,376.97,547.11,420.08,204,185,203.2,0.319,204
Pineapples,vegetables and fruits,2023,46,151,0,,420.08,471.8,488.78,529.93,399.23,204,232,198.0,0.223,211
Pineapples,vegetables and fruits,2023,50,121,0,,399.23,420.08,597.87,480.27,445.21,211,173,218.2,0.418,254
Pineapples,vegetables and fruits,2024,3,90,0,,445.21,399.23,629.98,434.08,504.72,254,204,223.8,0.416,226
Pineapples,vegetables and fruits,2024,7,59,0,,504.72,445.21,471.8,442.31,502.96,226,204,226.8,0.338,216
Pineapples,vegetables and fruits,2024,11,30,1,,502.96,504.72,420.08,463.03,585.72,216,211,270.0,0.287,384
Pineapples,vegetables and fruits,2024,16,364,0,,585.72,502.96,399.23,509.65,650.98,384,254,251.2,0.272,179
Pineapples,vegetables and fruits,2024,20,334,0,,650.98,585.72,445.21,561.1,458.53,179,226,237.0,0.411,169
Pineapples,vegetables and fruits,2024,24,303,0,,458.53,650.98,504.72,549.55,369.13,169,216,231.0,0.252,192
Pineapples,vegetables and fruits,2024,29,273,0,,369.13,458.53,502.96,516.09,407.94,192,384,196.5,0.247,246
Pineapples,vegetables and fruits,2024,33,242,0,,407.94,369.13,585.72,471.65,407.9,246,179,193.8,0.234,168
Pineapples,vegetables and fruits,2024,37,211,0,,407.9,407.94,650.98,410.88,421.97,168,169,211.0,0.342,238
Pineapples,vegetables and fruits,2024,42,181,0,,421.97,407.9,458.53,401.74,381.4,238,192,223.0,0.307,240
Pineapples,vegetables and fruits,2024,46,150,0,,381.4,421.97,369.13,404.8,377.89,240,246,213.2,0.294,207
Pineapples,vegetables and fruits,2024,50,120,0,,377.89,381.4,407.94,397.29,376.01,207,168,228.0,0.342,227
Pineapples,vegetables and fruits,2025,3,89,0,,376.01,377.89,407.9,389.32,356.98,227,238,226.8,0.316,233
Pineapples,vegetables and fruits,2025,7,58,0,,356.98,376.01,421.97,373.07,359.78,233,240,230.2,0.29,254
Pineapples,vegetables and fruits,2025,11,30,1,,359.78,356.98,381.4,367.67,334.85,254,207,251.2,0.264,291
Pineapples,vegetables and fruits,2025,16,364,0,,334.85,359.78,377.89,356.91,287.55,291,227,246.0,0.292,206
Pineapples,vegetables and fruits,2025,20,334,0,,287.55,334.85,376.01,334.79,310.93,206,233,242.5,0.281,219
Pineapples,vegetables and fruits,2025,24,303,0,,310.93,287.55,356.98,323.28,298.86,219,254,240.5,0.291,246
Pineapples,vegetables and fruits,2025,29,273,0,,298.86,310.93,359.78,308.05,288.06,246,291,221.2,0.336,214
Pineapples,vegetables and fruits,2025,33,242,0,,288.06,298.86,334.85,296.35,312.54,214,206,231.5,0.355,247
Pineapples,vegetables and fruits,2025,38,211,0,,312.54,288.06,287.55,302.6,,247,219,253.8,0.375,308
Potatoes (imported),cereals and tubers,2020,3,90,0,137.47,154.43,,,154.43,125.62,203,203,203.0,0.334,203
Potatoes (imported),cereals and tubers,2020,7,59,0,107.46,125.62,154.43,,140.02,111.44,203,251,227.0,0.28,251
Potatoes (imported),cereals and tubers,2020,11,30,1,95.78,111.44,125.62,,130.5,,251,414,289.3,0.291,414
Potatoes (imported),cereals and tubers,2020,16,364,0,110.0,,111.44,,130.5,139.27,414,236,276.0,0.177,236
Potatoes (imported),cereals and tubers,2020,20,334,0,88.33,139.27,,154.43,125.44,145.25,236,203,271.8,0.286,186
Potatoes (imported),cereals and tubers,2020,25,303,0,120.8,145.25,139.27,125.62,131.99,147.0,186,251,274.0,0.231,260
Potatoes (imported),cereals and tubers,2020,29,273,0,125.39,147.0,145.25,111.44,143.84,137.71,260,414,221.2,0.391,203
Potatoes (imported),cereals and tubers,2020,33,242,0,114.5,137.71,147.0,,142.31,137.17,203,236,212.5,0.335,201
Potatoes (imported),cereals and tubers,2020,38,211,0,116.67,137.17,137.71,139.27,141.78,137.17,201,186,222.8,0.256,227
Potatoes (imported),cereals and tubers,2020,42,181,0,123.34,137.17,137.17,145.25,139.76,,227,260,224.2,0.303,266
Potatoes (imported),cereals and tubers,2021,2,89,0,107.5,,137.17,147.0,137.35,,266,203,232.8,0.312,237
Potatoes (imported),cereals and tubers,2021,7,58,0,95.0,,,137.71,137.17,,237,201,231.8,0.25,197
Potatoes (imported),cereals and tubers,2021,11,30,1,90.0,,,137.17,137.17,,197,227,282.5,0.338,430
Potatoes (imported),cereals and tubers,2021,15,364,0,90.0,,,137.17,,232.35,430,266,286.0,0.3,280
Potatoes (imported),cereals and tubers,2022,28,273,0,,232.35,,,232.35,294.69,280,237,258.8,0.257,128
Potatoes (imported),cereals and tubers,2022,37,211,0,,294.69,232.35,,263.52,246.88,128,197,247.0,0.29,150
Potatoes (imported),cereals and tubers,2022,41,181,0,,246.88,294.69,,257.97,227.27,150,430,190.0,0.313,202
Potatoes (imported),cereals and tubers,2022,46,150,0,,227.27,246.88,,250.3,173.5,202,280,160.5,0.355,162
Potatoes (imported),cereals and tubers,2022,50,120,0,,173.5,227.27,232.35,235.58,156.76,162,128,181.2,0.383,211
Potatoes (imported),cereals and tubers,2023,2,89,0,,156.76,173.5,294.69,201.1,122.0,211,150,189.5,0.257,183
Potatoes (imported),cereals and tubers,2023,7,58,0,,122.0,156.76,246.88,169.88,159.35,183,202,199.2,0.312,241
Potatoes (imported),cereals and tubers,2023,11,30,1,,159.35,122.0,227.27,152.9,195.77,241,162,257.8,0.231,396
Potatoes (imported),cereals and tubers,2023,15,365,0,,195.77,159.35,173.5,158.47,161.5,396,211,246.8,0.335,167
Potatoes (imported),cereals and tubers,2023,20,335,0,,161.5,195.77,156.76,159.66,205.58,167,183,250.2,0.262,197
Potatoes (imported),cereals and tubers,2023,24,304,0,,205.58,161.5,122.0,180.55,235.53,197,241,251.0,0.352,244
Potatoes (imported),cereals and tubers,2023,28,274,0,,235.53,205.58,159.35,199.59,222.97,244,396,192.2,0.355,161
Potatoes (imported),cereals and tubers,2023,33,243,0,,222.97,235.53,195.77,206.39,208.93,161,167,194.8,0.273,177
Potatoes (imported),cereals and tubers,2023,37,212,0,,208.93,222.97,161.5,218.25,215.46,177,197,200.2,0.369,219
Potatoes (imported),cereals and tubers,2023,41,182,0,,215.46,208.93,205.58,220.72,218.16,219,244,189.2,0.355,200
Potatoes (imported),cereals and tubers,2023,46,151,0,,218.16,215.46,235.53,216.38,229.95,200,161,194.5,0.384,182
Potatoes (imported),cereals and tubers,2023,50,121,0,,229.95,218.16,222.97,218.12,202.14,182,177,194.5,0.288,177
Potatoes (imported),cereals and tubers,2024,3,90,0,,202.14,229.95,208.93,216.43,176.83,177,219,183.8,0.259,176
Potatoes (imported),cereals and tubers,2024,7,59,0,,176.83,202.14,215.46,206.77,209.55,176,200,192.8,0.336,236
Potatoes (imported),cereals and tubers,2024,11,30,1,,209.55,176.83,218.16,204.62,194.85,236,182,242.0,0.352,379
Potatoes (imported),cereals and tubers,2024,16,364,0,,194.85,209.55,229.95,195.84,201.78,379,177,247.2,0.265,198
Potatoes (imported),cereals and tubers,2024,20,334,0,,201.78,194.85,202.14,195.75,217.62,198,176,251.5,0.299,193
Potatoes (imported),cereals and tubers,2024,24,303,0,,217.62,201.78,176.83,205.95,282.77,193,236,233.8,0.196,165
Potatoes (imported),cereals and tubers,2024,29,273,0,,282.77,217.62,209.55,224.26,236.59,165,379,190.0,0.265,204
Potatoes (imported),cereals and tubers,2024,33,242,0,,236.59,282.77,194.85,234.69,223.49,204,198,190.0,0.268,198
Potatoes (imported),cereals and tubers,2024,37,211,0,,223.49,236.59,201.78,240.12,220.68,198,193,181.2,0.36,158
Potatoes (imported),cereals and tubers,2024,42,181,0,,220.68,223.49,217.62,240.88,226.32,158,165,179.2,0.282,157
Potatoes (imported),cereals and tubers,2024,46,150,0,,226.32,220.68,282.77,226.77,269.51,157,204,169.8,0.375,166
Potatoes (imported),cereals and tubers,2024,50,120,0,,269.51,226.32,236.59,235.0,229.24,166,198,157.8,0.289,150
Potatoes (imported),cereals and tubers,2025,3,89,0,,229.24,269.51,223.49,236.44,210.14,150,158,165.5,0.325,189
Potatoes (imported),cereals and tubers,2025,7,58,0,,210.14,229.24,220.68,233.8,200.81,189,157,175.0,0.285,195
Potatoes (imported),cereals and tubers,2025,11,30,1,,200.81,210.14,226.32,227.42,206.69,195,166,223.0,0.224,358
Potatoes (imported),cereals and tubers,2025,16,364,0,,206.69,200.81,269.51,211.72,234.73,358,150,228.8,0.405,173
Potatoes (imported),cereals and tubers,2025,20,334,0,,234.73,206.69,229.24,213.09,207.17,173,189,214.0,0.25,130
Potatoes (imported),cereals and tubers,2025,24,303,0,,207.17,234.73,210.14,212.35,208.56,130,195,210.5,0.194,181
Potatoes (imported),cereals and tubers,2025,29,273,0,,208.56,207.17,200.81,214.29,212.4,181,358,170.2,0.339,197
Potatoes (imported),cereals and tubers,2025,33,242,0,,212.4,208.56,206.69,215.71,223.45,197,173,171.2,0.271,177
Potatoes (imported),cereals and tubers,2025,38,211,0,,223.45,212.4,234.73,212.9,,177,130,185.0,0.226,185
Potatoes (local),cereals and tubers,2020,3,90,0,160.82,181.94,,,181.94,179.64,412,412,412.0,0.29,412
Potatoes (local),cereals and tubers,2020,7,59,0,160.61,179.64,181.94,,180.79,146.83,412,454,433.0,0.321,454
Potatoes (local),cereals and tubers,2020,11,30,1,126.72,146.83,179.64,,169.47,115.5,454,506,457.3,0.243,506
Potatoes (local),cereals and tubers,2020,16,364,0,123.16,115.5,146.83,,155.98,63.75,506,408,445.0,0.311,408
Potatoes (local),cereals and tubers,2020,20,334,0,135.84,63.75,115.5,181.94,126.43,182.54,408,412,452.5,0.253,442
Potatoes (local),cereals and tubers,2020,25,303,0,163.05,182.54,63.75,179.64,127.16,200.96,442,454,456.2,0.386,469
Potatoes (local),cereals and tubers,2020,29,273,0,179.9,200.96,182.54,146.83,140.69,192.52,469,506,419.8,0.31,360
Potatoes (local),cereals and tubers,2020,33,242,0,173.36,192.52,200.96,115.5,159.94,147.44,360,408,433.5,0.349,463
Potatoes (local),cereals and tubers,2020,38,211,0,126.23,147.44,192.52,63.75,180.86,147.44,463,442,439.2,0.304,465
Potatoes (local),cereals and tubers,2020,42,181,0,138.58,147.44,147.44,182.54,172.09,,465,469,451.0,0.309,516
Potatoes (local),cereals and tubers,2020,46,150,0,230.0,,147.44,200.96,162.46,,516,360,462.2,0.229,405
Potatoes (local),cereals and tubers,2020,51,120,0,170.0,,,192.52,147.44,,405,463,487.8,0.266,565
Potatoes (local),cereals and tubers,2021,2,89,0,155.0,,,147.44,147.44,,565,465,480.5,0.342,436
Potatoes (local),cereals and tubers,2021,7,58,0,137.5,,,147.44,,,436,516,456.5,0.435,420
Potatoes (local),cereals and tubers,2021,11,30,1,122.5,,,,,,420,405,461.2,0.23,424
Potatoes (local),cereals and tubers,2021,15,364,0,122.5,,,,,536.07,424,565,425.5,0.386,422
Potatoes (local),cereals and tubers,2022,28,273,0,,536.07,,,536.07,498.21,422,436,377.8,0.408,245
Potatoes (local),cereals and tubers,2022,33,242,0,,498.21,536.07,,517.14,470.71,245,420,354.2,0.234,326
Potatoes (local),cereals and tubers,2022,37,211,0,,470.71,498.21,,501.66,416.88,326,424,305.5,0.27,229
Potatoes (local),cereals and tubers,2022,41,181,0,,416.88,470.71,,480.47,428.48,229,422,287.2,0.229,349
Potatoes (local),cereals and tubers,2022,46,150,0,,428.48,416.88,536.07,453.57,480.0,349,245,313.5,0.331,350
Potatoes (local),cereals and tubers,2022,50,120,0,,480.0,428.48,498.21,449.02,429.44,350,326,306.8,0.273,299
Potatoes (local),cereals and tubers,2023,2,89,0,,429.44,480.0,470.71,438.7,359.35,299,229,307.8,0.252,233
Potatoes (local),cereals and tubers,2023,7,58,0,,359.35,429.44,416.88,424.32,339.2,233,349,315.5,0.256,380
Potatoes (local),cereals and tubers,2023,11,30,1,,339.2,359.35,428.48,402.0,360.0,380,350,330.0,0.278,408
Potatoes (local),cereals and tubers,2023,15,365,0,,360.0,339.2,480.0,372.0,260.0,408,299,334.0,0.224,315
Potatoes (local),cereals and tubers,2023,20,335,0,,260.0,360.0,429.44,329.64,375.85,315,233,356.2,0.348,322
Potatoes (local),cereals and tubers,2023,24,304,0,,375.85,260.0,359.35,333.76,409.02,322,380,351.2,0.266,360
Potatoes (local),cereals and tubers,2023,28,274,0,,409.02,375.85,339.2,351.22,421.1,360,408,314.0,0.281,259
Potatoes (local),cereals and tubers,2023,33,243,0,,421.1,409.02,360.0,366.49,375.75,259,315,315.2,0.313,320
Potatoes (local),cereals and tubers,2023,37,212,0,,375.75,421.1,260.0,395.43,348.73,320,322,328.8,0.28,376
Potatoes (local),cereals and tubers,2023,41,182,0,,348.73,375.75,375.85,388.65,381.94,376,360,341.0,0.331,409
Potatoes (local),cereals and tubers,2023,46,151,0,,381.94,348.73,409.02,381.88,415.9,409,259,365.8,0.241,358
Potatoes (local),cereals and tubers,2023,50,121,0,,415.9,381.94,421.1,380.58,423.53,358,320,370.2,0.285,338
Potatoes (local),cereals and tubers,2024,3,90,0,,423.53,415.9,375.75,392.53,404.84,338,376,351.5,0.356,301
Potatoes (local),cereals and tubers,2024,7,59,0,,404.84,423.53,348.73,406.55,415.62,301,409,315.0,0.317,263
Potatoes (local),cereals and tubers,2024,11,30,1,,415.62,404.84,381.94,414.97,382.33,263,358,315.5,0.393,360
Potatoes (local),cereals and tubers,2024,16,364,0,,382.33,415.62,415.9,406.58,365.28,360,338,316.8,0.315,343
Potatoes (local),cereals and tubers,2024,20,334,0,,365.28,382.33,423.53,392.02,386.6,343,301,328.8,0.254,349
Potatoes (local),cereals and tubers,2024,24,303,0,,386.6,365.28,404.84,387.46,454.68,349,263,360.0,0.277,388
Potatoes (local),cereals and tubers,2024,29,273,0,,454.68,386.6,415.62,397.22,471.7,388,360,340.0,0.327,280
Potatoes (local),cereals and tubers,2024,33,242,0,,471.7,454.68,382.33,419.56,404.34,280,343,337.5,0.298,333
Potatoes (local),cereals and tubers,2024,37,211,0,,404.34,471.7,365.28,429.33,351.7,333,349,343.8,0.261,374
Potatoes (local),cereals and tubers,2024,42,181,0,,351.7,404.34,386.6,420.61,386.15,374,388,334.0,0.374,349
Potatoes (local),cereals and tubers,2024,46,150,0,,386.15,351.7,454.68,403.47,421.86,349,280,337.5,0.231,294
Potatoes (local),cereals and tubers,2024,50,120,0,,421.86,386.15,471.7,391.01,433.85,294,333,315.8,0.316,246
Potatoes (local),cereals and tubers,2025,3,89,0,,433.85,421.86,404.34,398.39,400.49,246,374,298.0,0.291,303
Potatoes (local),cereals and tubers,2025,7,58,0,,400.49,433.85,351.7,410.59,397.48,303,349,277.5,0.355,267
Potatoes (local),cereals and tubers,2025,11,30,1,,397.48,400.49,386.15,413.42,386.37,267,294,295.0,0.297,364
Potatoes (local),cereals and tubers,2025,16,364,0,,386.37,397.48,421.86,404.55,386.19,364,246,311.0,0.281,310
